key,fitting_error,conformational_error
2133,0.6787386554,0.6938028844
2482,0.6778614124,0.6966957097
2138,0.6828757099,0.7262766155
2252,0.6815826309,0.6803173166
286,0.680574809,0.6942192374
2858,0.6859018957,0.8467129757
2339,0.6796775936,0.6936296392
2455,0.6870529141,0.7157506369
229,0.6891898111,0.7243820233
2799,0.6721775067,0.7337039232
2543,0.6752683062,0.7008442581
259,0.6754537274,0.6977309148
234,0.6760706631,0.6939606367
232,0.6874412151,0.6896447529
277,0.6876902991,0.7001461066
2191,0.6862630967,0.6899935104
2385,0.6764003924,0.6931034576
2126,0.682045653,0.7039013927
2299,0.6792331627,0.6900195153
2329,0.6834745531,0.6789208744
2483,0.6771518451,0.703442366
2205,0.6789945972,0.6942680349
2570,0.6857343007,0.7367839879
2121,0.6777797989,0.6892443563
2214,0.6813466264,0.7131901478
2234,0.6758271831,0.6948884037
2505,0.679229501,0.7055194263
2531,0.6828738131,0.698658883
2128,0.6859829918,0.6831442233
2287,0.6831679111,0.6776245615
298,0.6803965749,0.7128305808
239,0.6767561261,0.6922391246
2400,0.6829642036,0.6851798356
2318,0.6831235534,0.6775213349
2490,0.676185345,0.6942279956
2157,0.6862367504,0.6934995443
2352,0.6904088305,0.7312500061
2305,0.6855134742,0.7394768757
2221,0.6763886303,0.6925157857
2131,0.6838356679,0.7327946898
2225,0.6849202273,0.6812897923
2326,0.6863934692,0.6837959272
266,0.6860289548,0.744338869
2332,0.6754887242,0.6960464848
2542,0.684158307,0.6823657986
2149,0.6889553326,0.6975621311
2323,0.682973187,0.6795825861
2314,0.6861591949,0.7668602942
2847,0.679210607,0.7076765228
2115,0.6798978516,0.6934903083
2312,0.6837892861,0.7438024151
2597,0.6784127872,0.6850069233
2392,0.6836498158,0.6792638605
2137,0.68006013,0.6838667391
2909,0.6905247398,0.7057371412
2321,0.6789176672,0.6947081291
252,0.684728232,0.6780059284
297,0.6834083218,0.6788806049
2347,0.6837310684,0.6796679317
245,0.6825171103,0.6869471658
236,0.6814198152,0.679879789
227,0.6855295491,0.7633071699
2468,0.6868028825,0.6871069118
233,0.686038027,0.6881458556
2379,0.6816896317,0.6829064726
2693,0.6823076837,0.7028462021
2266,0.6888710865,0.7137608999
225,0.6895385335,0.721208023
280,0.6790227763,0.6917611389
2106,0.6800758951,0.6821208604
2721,0.6904892389,0.741567694
2189,0.6815053185,0.6796555349
2319,0.6753079125,0.6966275952
2459,0.6863137947,0.7369410098
2374,0.6835786798,0.6786744767
221,0.6827260456,0.6809673989
2243,0.6863684523,0.7411069129
2241,0.6807448274,0.6855845643
2112,0.6811168154,0.6939991556
2248,0.6797394672,0.7046061843
2461,0.6890291723,0.7187670851
2181,0.6839090184,0.6948033902
2498,0.6755616494,0.6954679021
2101,0.6830678868,0.7105539854
2274,0.6871244272,0.6909459436
2389,0.6845977148,0.7580637088
2540,0.6811315738,0.6972207117
2849,0.6908267312,0.8431860187
2304,0.6812251876,0.692327042
2255,0.6787019737,0.6909962291
2127,0.689582786,0.7147357658
2195,0.6822819761,0.6777120096
2348,0.683431779,0.6964190461
2140,0.6783256901,0.6895984538
270,0.6879459727,0.6960389011
2216,0.6885757126,0.703937184
2184,0.6796880293,0.6823813675
2355,0.6867778292,0.6866010736
2610,0.6690840131,0.7466496208
2146,0.6774652838,0.6912009712
2618,0.6806379733,0.6909319022
2331,0.6789641761,0.696771296
2118,0.6785895985,0.7015613799
2257,0.6800236464,0.6833773043
2390,0.6843180977,0.693625863
282,0.6752400969,0.6972987138
2136,0.679391815,0.7042841722
241,0.6859632917,0.7282239274
2892,0.689259973,0.6985601247
2302,0.6818517497,0.6802642569
2122,0.6803691841,0.6796894255
2154,0.684069145,0.732019227
2489,0.6880677456,0.7082244769
2926,0.6836340782,0.6848868693
2268,0.6810104703,0.679847313
296,0.6811611827,0.686481078
2139,0.6850322311,0.7319243703
2223,0.6857501263,0.6853230065
2222,0.6868443806,0.6864482613
2134,0.689040732,0.7260650206
2466,0.683540066,0.6780918727
2110,0.6760157736,0.6962111706
2229,0.6859044968,0.7593447386
2839,0.6687110664,0.7460004461
2333,0.6895163616,0.7179278951
244,0.6809122624,0.7012521774
2245,0.6775053927,0.6902882982
2290,0.6874059407,0.6895315685
2809,0.6792128335,0.6936036996
2327,0.676615381,0.7018624534
2746,0.6811123023,0.6811157078
2301,0.6756683948,0.6976982586
2344,0.6813480289,0.6778219994
2120,0.6839826421,0.679423366
246,0.6848271024,0.6981092673
274,0.6823589607,0.6921788584
2388,0.6873951144,0.6928880392
258,0.6871681822,0.6992031671
2102,0.6753412526,0.6988375241
2227,0.6812253329,0.686518792
251,0.6871827629,0.6847477622
2269,0.6821563747,0.6796863943
2203,0.6818616693,0.6799278821
2393,0.6834248557,0.6849810428
2172,0.6834321345,0.6786653109
220,0.6879843365,0.6910455118
2762,0.6859607402,0.7928900308
2328,0.6812899213,0.679556853
268,0.6862715563,0.6836590983
2349,0.6853793467,0.6859279863
2330,0.6848601571,0.6806133855
2158,0.681470379,0.6914484477
2256,0.6800600265,0.6872433108
2125,0.685273482,0.7403463149
2107,0.6829173285,0.7046574967
2218,0.6889626668,0.7094826616
2845,0.667984039,0.7521575311
2569,0.6873480922,0.6906899354
2147,0.685859862,0.6817575926
2729,0.6725211112,0.7164709052
2113,0.6858470403,0.7161797317
2582,0.6817566252,0.6841540362
2153,0.6865452067,0.6842239277
2562,0.6867468587,0.6898122539
2103,0.6891086973,0.6983970524
2114,0.6785084043,0.6899656091
2226,0.6803036353,0.6852317025
2280,0.6843911776,0.6841213558
217,0.6838485374,0.7172405318
2356,0.6852055444,0.7420871554
212,0.6817751151,0.6831742169
2306,0.6860487858,0.68430022
2285,0.6867693479,0.7041562423
2383,0.6872311223,0.6888917377
2199,0.6876137761,0.6944562714
2244,0.6761427965,0.6938013021
2262,0.6804883148,0.6842851467
2116,0.6749118029,0.7012964934
2829,0.6825668584,0.6771531132
292,0.6764880292,0.7020674806
2357,0.6768897527,0.7043764171
2148,0.6872146441,0.7368055914
2375,0.6804942552,0.6792027944
242,0.6846162675,0.7108250973
2340,0.6869557177,0.687341214
2559,0.6874882299,0.6994404099
23,0.6809313305,0.679893397
289,0.68480591,0.7432305565
2599,0.6844661282,0.7256594086
2727,0.6954007662,0.8098232763
2303,0.6881291961,0.7046562213
2793,0.6865635482,0.6935330689
2467,0.6756012228,0.6975004363
2240,0.6807791392,0.6854604895
2300,0.6872878539,0.6889330301
213,0.6777656072,0.6900916674
2384,0.6862640693,0.6847720561
231,0.6895618809,0.7144511681
2105,0.6758985945,0.6948142677
2278,0.6838899804,0.7017259475
2284,0.6853736207,0.7653566233
278,0.6808617318,0.6807056248
2480,0.6797876129,0.7056817042
2506,0.6820747317,0.7008206024
254,0.6809082531,0.7174621546
267,0.6864835533,0.7289351615
2276,0.6811532525,0.6795826014
2460,0.6874007475,0.743767287
288,0.6898395492,0.7247704048
265,0.684599115,0.6905236107
294,0.6887095717,0.7086968669
2151,0.6854575085,0.6874237152
2279,0.6863409193,0.6912127765
2485,0.6882997063,0.7049780629
2265,0.6792961647,0.6989183434
2476,0.6875466986,0.6965525324
2311,0.6849289651,0.7424146288
2382,0.68136413,0.6793403118
2854,0.6797648024,0.6815067333
2104,0.6845454465,0.6810479515
2919,0.6887168595,0.6946371262
2258,0.6880228447,0.7004496227
2207,0.679931939,0.6834031969
237,0.6864852231,0.6827763361
2495,0.6806428044,0.6799569346
248,0.6774085424,0.6898980265
2532,0.6856775846,0.7606130065
2552,0.6880432257,0.6894186185
2254,0.6781960015,0.6854478123
2228,0.6833741023,0.708001418
2260,0.6754520127,0.6991193276
2359,0.6875686747,0.6955603509
2557,0.6814565753,0.6971935267
2563,0.6809930637,0.6800128687
2395,0.6757412433,0.6954557537
2282,0.6777973826,0.6972805561
2472,0.6825189892,0.6807260447
2213,0.6895539061,0.7268850506
275,0.6841157826,0.746610821
2470,0.6820592634,0.6804843481
2169,0.6754572353,0.6974061831
2525,0.6784048775,0.6952235401
2236,0.6826810632,0.6773449988
2119,0.6772297819,0.6905049292
2572,0.6787908144,0.6940333897
2230,0.6760458251,0.6935631285
2194,0.6864756073,0.7346574343
250,0.6820739929,0.6799486433
27,0.6897884217,0.7396634365
2923,0.6666956121,0.767456185
2391,0.6818871761,0.6842103774
219,0.6863519557,0.6837012581
2491,0.6836923397,0.7129216177
2479,0.6771486585,0.6877588801
2453,0.6800040576,0.6938269721
2737,0.6873786151,0.8733167845
2208,0.6773231884,0.7005551649
2242,0.6756257504,0.7016056364
2180,0.6822491322,0.696631774
2219,0.6816484384,0.679567206
2380,0.6824221021,0.7077560481
271,0.6800993803,0.693831525
2469,0.6879596232,0.7200026389
2193,0.6766501213,0.6923562482
2163,0.6816582659,0.695282868
2841,0.6814968769,0.6883749246
2373,0.6792322734,0.6844738012
2785,0.6884876787,0.6936507957
2259,0.6891402101,0.7162927865
2733,0.685772622,0.6823651742
2477,0.6756270092,0.6964499688
2289,0.6853536228,0.7494930366
2517,0.686851214,0.686739316
2381,0.686086736,0.6877450104
2475,0.6841621287,0.7358872222
214,0.6833746557,0.7235268249
2320,0.6856567966,0.7524539676
2310,0.6851489688,0.7581009043
276,0.6808190462,0.7094042443
2212,0.6829742817,0.6778819948
2298,0.6879564326,0.698332259
2160,0.6795909287,0.6985151851
2451,0.6900006132,0.7236883475
2322,0.6858445219,0.6876361004
2161,0.6885393211,0.7287441359
2471,0.681442021,0.6983724085
2478,0.6865789515,0.6995958776
238,0.6874385097,0.690173963
2275,0.6874641386,0.7104166881
2787,0.6742856574,0.7044636646
2529,0.686511893,0.7266711567
2539,0.6869579955,0.6877291786
2204,0.6792916065,0.6838059117
2238,0.6837695659,0.7184989819
279,0.6906413783,0.7373499922
2232,0.6819931682,0.6839422989
2325,0.6846494321,0.6815159188
2177,0.6883468052,0.6927776068
2821,0.6856030008,0.7463505471
2456,0.6827185328,0.6875988617
295,0.6860882134,0.6828611121
2286,0.6781329785,0.688594664
2168,0.682925288,0.7052770273
2488,0.6850728449,0.7458644222
256,0.6830145166,0.6976391056
285,0.6830343869,0.6796386155
2313,0.6776950299,0.7006806842
2335,0.6797290127,0.6829808838
2457,0.6813465428,0.6795992294
2159,0.6836934941,0.7111052934
2247,0.6815788092,0.6787662037
264,0.6813319509,0.7051427422
211,0.6836134646,0.7191714989
2233,0.6833529398,0.7336622624
2341,0.681169289,0.678594523
2249,0.679039023,0.710153093
281,0.6784790041,0.6961860627
290,0.6807168235,0.6927541456
2188,0.6886216175,0.7093887308
2250,0.6872063566,0.6885081187
2501,0.6813876697,0.6928424749
222,0.6834586086,0.6864263658
2198,0.6843921884,0.7530490293
2187,0.6843306254,0.7295580485
2579,0.6774146516,0.6875235654
2487,0.6905292621,0.7264125386
2176,0.6827848444,0.7012785575
218,0.6792496839,0.6817563274
2288,0.6796581449,0.6873503958
2555,0.6829795229,0.7007733282
2603,0.6777678747,0.6965538418
2129,0.6894466056,0.713816695
2533,0.6873978199,0.6935556617
2394,0.6846780359,0.7427523095
2211,0.6837369832,0.6791083335
2271,0.6835320766,0.7109718267
2397,0.6798165262,0.6898386426
2291,0.6887096468,0.73551379
2239,0.6835078576,0.6825924785
2196,0.6837716079,0.6987410704
2564,0.6825133784,0.6806964606
2164,0.6788689502,0.7022754671
2815,0.6803946569,0.682157973
257,0.6806312403,0.6793448564
2132,0.6791622012,0.6962306379
2396,0.6794387449,0.6876014947
2162,0.6863298398,0.6917416992
2155,0.6755728605,0.6979053411
291,0.6822597536,0.6991799522
2512,0.6833005898,0.678525279
2499,0.6783714136,0.6951244963
2534,0.6835958804,0.7070004816
2182,0.6828090698,0.6797573181
2353,0.6882319463,0.7148323562
2342,0.6863749965,0.7323940975
2142,0.6756913763,0.6950907791
2150,0.68328282,0.7056957765
2220,0.6816063964,0.695951058
2124,0.685480952,0.6803608093
269,0.685712411,0.7494749281
2173,0.6847617933,0.6822067189
2185,0.6789849171,0.6851230631
2594,0.6810941577,0.6861676903
2261,0.6788700316,0.7008917434
2109,0.6769412279,0.6938615588
299,0.6759865342,0.6947512543
2294,0.6824754556,0.6792685556
224,0.6831273761,0.7051641897
2217,0.6776381962,0.6906592299
2844,0.6795277917,0.7180753853
2190,0.6800387739,0.7027480582
2144,0.6781145595,0.6857677907
230,0.6867042208,0.6861210592
2493,0.6870429316,0.687134698
2694,0.6828094622,0.7237307998
2111,0.6808006476,0.6901576861
2345,0.6783019913,0.6956153462
2224,0.6877755113,0.6895179312
2316,0.6887595575,0.738735659
283,0.6871472195,0.7397894291
28,0.6819799343,0.688665968
2336,0.6771345548,0.6936386709
2474,0.6779780754,0.7028062582
2253,0.6856570259,0.7509730343
2535,0.6746305587,0.7022753921
2293,0.6887232622,0.7094199478
2386,0.6851384997,0.7327015298
2583,0.6761191493,0.6942168295
2263,0.6846849193,0.683717979
2568,0.6799432573,0.6883706121
2558,0.6826381177,0.6797524787
2444,0.6873716813,0.6900545251
2541,0.6868370387,0.6856803324
21,0.6805075121,0.6834228116
262,0.6752407615,0.6999385667
2297,0.6828932653,0.6868663267
293,0.6787400205,0.69880546
2360,0.683907243,0.6937234958
2588,0.6875749518,0.6957642715
2202,0.6855565239,0.7609196641
2334,0.6828162806,0.6948996196
2503,0.6777117774,0.7018854578
215,0.6843999096,0.7041145622
240,0.6799742369,0.692879238
2165,0.6835879878,0.7025373711
2200,0.6815937362,0.6963536275
2513,0.67948646,0.6983368974
2292,0.6858622761,0.6822880044
2197,0.6746705256,0.6998931798
2277,0.677583223,0.6893724319
2246,0.6874160131,0.6859477679
2554,0.6826327431,0.678519505
2283,0.6819879728,0.6776077214
2497,0.6824363194,0.6809391966
2515,0.6862581619,0.6834548997
2281,0.6869553932,0.6905087181
216,0.6816327256,0.6968379604
2840,0.6886921577,0.6913747277
2186,0.681063045,0.6893211305
25,0.6778070816,0.6867980778
2167,0.6781688887,0.6908001121
243,0.6817503029,0.6886211447
2123,0.6817568822,0.684200644
255,0.6806151633,0.6858447265
2502,0.6839630996,0.7429468454
2317,0.6863101669,0.7541370466
2231,0.6787227885,0.6984988834
226,0.6902454674,0.7343775697
2201,0.685202806,0.7480012302
2592,0.6823690213,0.6941712581
210,0.6822310209,0.7093884171
2152,0.6817091489,0.6771783051
273,0.6847581942,0.6816162184
2516,0.6805711839,0.6877527917
2210,0.6743122123,0.7019716561
2308,0.687120321,0.6909131691
2922,0.6936548419,0.7624408379
2504,0.6768403654,0.6939603097
2378,0.682550907,0.6819267505
2143,0.6887524038,0.7039907125
2722,0.6809158629,0.7068624346
2377,0.6785092114,0.692932538
2376,0.6778396705,0.7031130484
2486,0.6784619585,0.6855488525
2108,0.6832432251,0.687598804
2307,0.6886529364,0.7275098936
2387,0.6790717857,0.7114831646
2507,0.6788978816,0.6904913541
2586,0.6809530232,0.6795129045
2500,0.6794672427,0.6819976802
2166,0.6877810642,0.6995739778
2484,0.6832294245,0.6773850446
2209,0.6859164444,0.7491543744
228,0.6800170627,0.6886562281
2264,0.6812821832,0.6797184269
223,0.6826222787,0.6770202013
2145,0.6843623648,0.7245728204
287,0.6871143719,0.6906998962
2338,0.6802390391,0.6831878721
2192,0.6874634049,0.6969335766
2251,0.6771251064,0.6923702235
2645,0.6711558699,0.7298030104
249,0.6898502407,0.7361063203
2871,0.6746683452,0.7423168326
247,0.6879254556,0.6948870274
2179,0.6797259068,0.6812848414
261,0.6868347689,0.6859467764
2309,0.6746557838,0.7023103897
2270,0.6828508604,0.6990691581
2496,0.6894568437,0.7182194602
2337,0.6754760139,0.6960935633
2492,0.6877370886,0.6875292126
2141,0.6863899047,0.6851354185
2530,0.6808617806,0.6848063601
2295,0.6774503219,0.6907022371
22,0.6841357994,0.6797095931
2494,0.6844417541,0.7435682403
2117,0.6862878658,0.6982514518
2473,0.6811432264,0.6854955519
26,0.6833580185,0.7309736856
2206,0.6878349225,0.6886450035
2350,0.6770475053,0.7059050256
2833,0.6871368993,0.8538648333
2346,0.6865175115,0.6824271215
263,0.6770280561,0.7065855027
2267,0.6880681466,0.6959204028
2215,0.6858342003,0.727234218
2183,0.6888294623,0.6975616474
2509,0.6858642942,0.6830247552
260,0.6816803145,0.6805115534
2454,0.6863309637,0.7452969897
2296,0.6754874548,0.6964727153
2458,0.6788041863,0.6950552614
2237,0.6751376496,0.6999275184
2315,0.6862420018,0.6967127108
235,0.6861205092,0.7280712359
2100,0.685756835,0.6969092372
29,0.6885071882,0.7216011157
2520,0.6900505949,0.7236635722
2843,0.6764396245,0.7008782745
2638,0.6860898892,0.6992417436
284,0.6792682703,0.7034844454
2235,0.6830796119,0.6831933827
2272,0.6798608042,0.6876576376
2452,0.6897692713,0.7391249869
2855,0.6843982855,0.7215699952
2273,0.6861424767,0.7391751356
2135,0.6811328455,0.6793953211
253,0.6820774668,0.6787693869
2637,0.6913491905,0.7300972599
2324,0.6862964364,0.6830254866
2536,0.6768514892,0.690221345
2481,0.6812534885,0.6821973701
272,0.6850801249,0.679110421
2130,0.6803470067,0.6833692998
2343,0.6797890479,0.7037973579
2170,0.6847078951,0.6923074679
24,0.6817778211,0.6823941486
